GENE	p_val	avg_logFC	pct.1	pct.2	p_val_adj
CEP170	0.223166742	1.736412331	0.4	0.167	1
HCFC1	0.223166742	1.708379514	0.4	0.167	1
HAUS2	0.223166742	1.572658662	0.4	0.167	1
PSD4	0.223166742	1.4129498	0.4	0.167	1
PAPOLG	0.223166742	1.129428261	0.4	0.167	1
KLHL6	0.223166742	0.984455703	0.4	0.167	1
NEK1	0.223166742	0.962942423	0.4	0.167	1
WARS	0.223166742	0.872971912	0.4	0.167	1
EMC3	0.223166742	0.815049385	0.4	0.167	1
PPP1R12B	0.223166742	0.803522121	0.4	0.167	1
STAT6	0.223166742	0.77660607	0.4	0.167	1
TTC3	0.223166742	0.722988512	0.4	0.167	1
NDUFS4	0.223166742	0.633865728	0.4	0.167	1
COX20	0.223166742	0.58848352	0.4	0.167	1
MED8	0.223166742	0.559476704	0.4	0.167	1
GMPS	0.223166742	0.526541192	0.4	0.167	1
LSM2	0.223166742	0.511156131	0.4	0.167	1
MRPL33	0.223166742	0.471052333	0.4	0.167	1
NRBP1	0.223166742	0.372699628	0.4	0.167	1
C1H1ORF35	0.223166742	0.351680279	0.4	0.167	1
SCLT1	0.223166742	0.317325615	0.4	0.167	1
TMEM87A	0.223166742	0.316074665	0.4	0.167	1
FBXO6	0.223166742	0.313234246	0.4	0.167	1
HADH	0.223166742	0.262066826	0.4	0.167	1
IPCEF1	0.22543245	-1.128208599	0.1	0.333	1
CACYBP	0.232041912	0.740678269	0.7	0.5	1
NDUFB9	0.232041912	0.562729214	0.7	0.5	1
DOCK11	0.234779914	0.460278136	0.6	0.333	1
SSBP1	0.234779914	0.362753711	0.6	0.333	1
COX16	0.234779914	-1.267666618	0.4	0.5	1
UXS1	0.235768518	-0.43710708	0.2	0.5	1
RPN1	0.239146775	0.791472767	0.7	0.417	1
NDUFB11	0.239146775	0.439951324	0.7	0.417	1
KDM6A	0.239146775	0.29718405	0.7	0.417	1
CUL7	0.239668348	1.106245384	0.3	0.083	1
EGLN3	0.239668348	1.031717442	0.3	0.083	1
MTCH1	0.239668348	0.948719776	0.3	0.083	1
CSTF2	0.239668348	0.83765127	0.3	0.083	1
ZYX	0.239668348	0.833353935	0.3	0.083	1
ACBD6	0.239668348	0.802892833	0.3	0.083	1
CLK4	0.239668348	0.742221186	0.3	0.083	1
ANAPC7	0.239668348	0.739529656	0.3	0.083	1
CNPY3	0.239668348	0.682828367	0.3	0.083	1
MRPS18B	0.239668348	0.664426667	0.3	0.083	1
PHACTR2	0.239668348	0.654532683	0.3	0.083	1
SLC35E2B	0.239668348	0.641997086	0.3	0.083	1
GTF3C2	0.239668348	0.634364884	0.3	0.083	1
RPAP2	0.239668348	0.5581769	0.3	0.083	1
CCDC127	0.239668348	0.466458189	0.3	0.083	1
RPL26L1	0.239668348	0.459185206	0.3	0.083	1
AGO1	0.239668348	0.430756054	0.3	0.083	1
EIF4E	0.239668348	0.423626724	0.3	0.083	1
HERC3	0.239668348	0.401918208	0.3	0.083	1
GCLM	0.239668348	0.366187325	0.3	0.083	1
HPSE	0.239668348	0.359198384	0.3	0.083	1
MRPS21	0.239668348	0.355992828	0.3	0.083	1
ZBTB38	0.239668348	0.347243401	0.3	0.083	1
CASC1	0.239668348	0.345247184	0.3	0.083	1
ODZ1	0.239668348	0.335634146	0.3	0.083	1
MRPL39	0.239668348	0.335486579	0.3	0.083	1
PSMB5	0.239668348	0.329905759	0.3	0.083	1
EXOSC7	0.239668348	0.326936154	0.3	0.083	1
SCAP	0.239668348	0.306135351	0.3	0.083	1
TMEM57	0.239668348	0.305623969	0.3	0.083	1
PPP4R2	0.239668348	0.297633842	0.3	0.083	1
ZBTB33	0.239668348	0.282967111	0.3	0.083	1
WDR3	0.239668348	0.27002972	0.3	0.083	1
EIF1.1	0.240954669	0.552923514	0.7	0.667	1
BATF	0.24499934	0.591601136	0.7	0.333	1
LEF1	0.247590293	0.843217547	0.4	0.25	1
MPZL1	0.247590293	-0.406074247	0.5	0.167	1
SLC12A8	0.247590293	-0.594743867	0.2	0.417	1
EML4	0.24799987	0.477122358	1	0.75	1
TPM3	0.248401071	0.438447327	1	0.833	1
SON	0.248401071	-2.669905953	1	0.833	1
PPM1M	0.251223074	1.071202198	0.5	0.25	1
KIAA1551	0.251223074	0.933054069	0.5	0.25	1
EBP	0.251223074	0.543346647	0.5	0.25	1
SNRPC	0.251223074	0.417042624	0.5	0.25	1
ENY2	0.251223074	0.363205328	0.5	0.25	1
STARD7	0.251223074	0.326725734	0.5	0.25	1
CFP	0.251223074	0.316168812	0.5	0.25	1
FBXO33	0.251527245	0.95115528	0.5	0.333	1
THADA	0.251527245	0.938364758	0.5	0.333	1
H2AFZ	0.251527245	0.91495689	0.5	0.333	1
RNPC3	0.251527245	0.276101381	0.6	0.25	1
CTNNB1	0.251527245	-0.256045888	0.6	0.25	1
MCM6	0.256735731	1.143898502	0.4	0.167	1
COQ2	0.256735731	0.821317283	0.4	0.167	1
MAP3K7	0.256735731	0.645257639	0.4	0.167	1
NKG2D	0.256735731	0.581211359	0.4	0.167	1
PUF60	0.256735731	0.484249148	0.4	0.167	1
HADHA	0.256735731	0.454523168	0.4	0.167	1
YRDC	0.256735731	0.451482772	0.4	0.167	1
BROX	0.256735731	0.435071529	0.4	0.167	1
UBAP2L	0.256735731	0.388202233	0.4	0.167	1
ZCSL2	0.256735731	0.350891659	0.4	0.167	1
RBM41	0.256735731	0.348904245	0.4	0.167	1
SPG21	0.256735731	0.322742846	0.4	0.167	1
DCTN6	0.256735731	0.282355568	0.4	0.167	1
CTSB	0.256735731	0.279776041	0.4	0.167	1
ITPR1	0.256735731	0.276939671	0.4	0.167	1
EP400	0.256735731	0.26611454	0.4	0.167	1
LSM1	0.256735731	-1.025439111	0.4	0.167	1
TPR	0.25981725	1.011058363	0.7	0.5	1
CNIH	0.261685779	-1.042537008	0.1	0.333	1
KLHL28	0.261685779	-1.246027304	0.1	0.333	1
SNX17	0.264367535	-1.289638161	0.4	0.5	1
TNFAIP3	0.264963857	-1.597748884	0.6	0.667	1
NIPBL	0.267913807	1.319788473	0.7	0.417	1
RHOA	0.267913807	0.373256063	0.7	0.417	1
CEP85L	0.274779474	1.08463756	0.6	0.417	1
GATA3	0.274779474	1.007799893	0.6	0.417	1
PRKCH	0.274779474	0.824329903	0.6	0.417	1
EIF2S3	0.274779474	0.599775854	0.7	0.333	1
RNF149	0.274779474	-0.435404793	0.4	0.583	1
SYNE2	0.274779474	-3.146727421	0.7	0.333	1
TRA2B	0.27606194	0.490920155	1	0.75	1
RPS25	0.27606194	-0.574796491	1	0.75	1
TMEM194A	0.281108968	0.259704615	0.3	0.083	1
PLK3	0.281108968	-0.251308192	0.3	0.083	1
ARMC1	0.281108968	-0.292727607	0.3	0.083	1
CLTB	0.281108968	-0.346885988	0.3	0.083	1
ERI3	0.281108968	-0.467319729	0.3	0.083	1
AP1AR	0.281108968	-0.511328938	0.3	0.083	1
ANXA5	0.281108968	-0.556370863	0.3	0.083	1
RPS6KA3	0.281108968	-0.598247343	0.3	0.083	1
PAN2	0.281108968	-0.609105731	0.3	0.083	1
MYEF2	0.281108968	-0.620132739	0.3	0.083	1
PSMG4	0.281108968	-0.656351753	0.3	0.083	1
FASTK	0.281108968	-0.787260137	0.3	0.083	1
MCPH1	0.281108968	-0.80780656	0.3	0.083	1
HSPA14	0.281108968	-0.817378996	0.3	0.083	1
TMED8	0.281108968	-0.881035276	0.3	0.083	1
OGT	0.281108968	-0.892324468	0.3	0.083	1
NEDD1	0.281108968	-1.76392744	0.3	0.083	1
CTSK	0.281108968	-1.817856277	0.3	0.083	1
LSM5	0.281711429	0.312559692	0.4	0.25	1
VPS33A	0.281711429	-0.784298693	0.2	0.417	1
CLINT1	0.283419004	0.691482582	0.5	0.333	1
ATP1A1	0.283419004	-1.064338165	0.3	0.5	1
PCNX	0.283419004	-1.794987843	0.6	0.25	1
LASS2	0.284218238	0.965502059	0.5	0.25	1
SCAF8	0.284218238	0.802323845	0.5	0.25	1
INPP4B	0.284218238	0.753714198	0.5	0.25	1
GTF2B	0.284218238	0.707277525	0.5	0.25	1
ESYT2	0.284218238	0.564058331	0.5	0.25	1
USP8	0.284218238	0.474055336	0.5	0.25	1
UFL1	0.284218238	0.404841954	0.5	0.25	1
MTPN	0.284218238	-0.943186239	0.3	0.417	1
TMEM120A	0.284218238	-1.552298597	0.3	0.417	1
RPL32	0.286608635	-0.261305523	0.7	0.75	1
IK	0.289813489	0.796176797	0.8	0.417	1
ATF6	0.29365842	0.868940546	0.4	0.167	1
TRANK1	0.29365842	0.342241831	0.4	0.167	1
TMPO	0.29365842	0.336137717	0.4	0.167	1
GTF2A2	0.29365842	0.323144405	0.4	0.167	1
APAF1	0.29365842	0.303053014	0.4	0.167	1
TFRC	0.29365842	-0.925788139	0.4	0.167	1
YPEL5	0.295018591	-0.322387754	0.8	0.5	1
IQGAP2	0.296430181	0.568652299	0.6	0.333	1
ACTR2	0.296430181	0.360065227	0.6	0.333	1
SACM1L	0.296430181	-0.252783752	0.6	0.333	1
TXN.1	0.298973523	0.301488077	0.7	0.417	1
SATB1	0.298973523	0.254602476	0.7	0.417	1
MINOS1	0.2989945	0.430023622	0.8	0.583	1
GPAA1	0.301780669	-0.31621228	0.1	0.333	1
ACTB.2	0.304015663	0.3367158	0.9	0.667	1
FAM172A	0.304015663	-1.479559049	0.8	0.75	1
ZCCHC11	0.305392679	0.993737146	1	0.667	1
ITPR2	0.306940651	0.658062256	0.6	0.417	1
GPSM3	0.306940651	0.408954349	0.7	0.333	1
NDUFA1	0.306940651	0.261505581	0.6	0.417	1
ATP2B1	0.317943347	1.32843927	0.5	0.333	1
ATP5G3	0.317943347	-0.315389822	0.6	0.25	1
ARID4A	0.317943347	-1.040973846	0.6	0.25	1
PITHD1	0.31888915	0.583116344	0.4	0.25	1
BSDC1	0.31888915	0.252951532	0.4	0.25	1
IRF2BP2	0.31888915	-0.359951351	0.2	0.417	1
PPP1R10	0.31888915	-0.597995518	0.2	0.417	1
CENPC	0.320028553	1.073840805	0.5	0.25	1
OTUD5	0.320028553	0.794915559	0.5	0.25	1
NT5DC1	0.320028553	0.486754761	0.5	0.25	1
POLR2K.1	0.320028553	0.256878611	0.5	0.25	1
WDR82	0.320028553	0.254618966	0.5	0.25	1
HSPCA	0.321258506	0.424086809	0.9	0.75	1
RAD21	0.322057536	0.28508569	0.7	0.5	1
GPKOW	0.327161747	-0.374164524	0.1	0.25	1
PDE7B	0.327161747	-0.553624467	0.1	0.25	1
SLC24A5	0.327161747	-0.665073164	0.1	0.25	1
BCL2A1	0.327161747	-0.694320567	0.1	0.25	1
ZFAND1	0.327161747	-0.6947662	0.1	0.25	1
TBC1D5	0.327161747	-0.716967558	0.1	0.25	1
DUSP23	0.327161747	-0.907370687	0.1	0.25	1
POLR3C	0.327161747	-0.918176092	0.1	0.25	1
C4H6ORF211	0.327161747	-0.948168286	0.1	0.25	1
C4orf33	0.327161747	-1.000705173	0.1	0.25	1
KDM2B	0.327161747	-1.05282394	0.1	0.25	1
GPN2	0.327161747	-1.175525997	0.1	0.25	1
DNMT3A	0.327161747	-1.178039737	0.1	0.25	1
LDLRAP1	0.327161747	-1.323984801	0.1	0.25	1
KLF10	0.327161747	-1.724671218	0.1	0.25	1
CEP350	0.330995278	0.387847236	0.6	0.333	1
TXLNG	0.330995278	0.367618828	0.6	0.333	1
TBL1XR1	0.330995278	-0.834334995	0.6	0.333	1
ATP6AP2	0.330995278	-1.540423245	0.4	0.5	1
ATG3	0.33234831	0.677852777	0.7	0.417	1
CLIC1	0.33234831	0.414237811	0.7	0.417	1
SLU7	0.33234831	0.260187447	0.7	0.417	1
TBC1D9B	0.333984411	1.904557372	0.4	0.167	1
MARK3	0.333984411	1.238738065	0.4	0.167	1
C1GALT1	0.333984411	0.944501181	0.4	0.167	1
MCM7	0.333984411	0.680921965	0.4	0.167	1
UBL7	0.333984411	0.32860768	0.4	0.167	1
NSMAF	0.333984411	0.284912319	0.4	0.167	1
APPL2	0.333984411	-0.657115894	0.4	0.167	1
STIM2	0.333984411	-0.770374126	0.2	0.333	1
ERAP2	0.333984411	-1.028186399	0.2	0.333	1
POGLUT1	0.333984411	-1.151656179	0.2	0.333	1
COPG1	0.333984411	-1.452075918	0.2	0.333	1
PPP2R5A	0.333984411	-1.673950252	0.2	0.333	1
RNF13	0.333984411	-1.788648846	0.2	0.333	1
CD27	0.334198468	-1.408681382	0.8	0.667	1
PLAC8	0.341501313	1.149472208	0.6	0.417	1
PSMA4	0.341501313	0.794658779	0.6	0.417	1
SNRPA1	0.341501313	0.763610347	0.6	0.417	1
OGDH	0.341501313	0.683653438	0.6	0.417	1
KDM5A	0.341501313	0.442331637	0.6	0.417	1
COX14	0.341501313	0.292061939	0.6	0.417	1
HMGN2.2	0.341501313	0.250958222	0.6	0.417	1
LPP	0.345768327	1.108825949	0.3	0.167	1
PPP2R3C	0.345768327	1.093597264	0.3	0.167	1
IMPA1	0.345768327	0.935458501	0.3	0.167	1
TAF9B	0.345768327	0.740037	0.3	0.167	1
DCAF11	0.345768327	0.644439629	0.3	0.167	1
ASAP1	0.345768327	0.511114731	0.3	0.167	1
XPOT	0.345768327	0.463933286	0.3	0.167	1
PFDN6	0.345768327	0.388403926	0.3	0.167	1
TMEM165	0.345768327	0.273784491	0.3	0.167	1
RAN	0.349218105	1.403349991	0.5	0.417	1
ARID4B	0.351133978	1.293208629	0.9	0.583	1
UHMK1	0.355113705	1.925604203	0.5	0.333	1
SUPT16H	0.355113705	0.611228443	0.5	0.333	1
RAB11A	0.355113705	0.44175876	0.5	0.333	1
LRMP	0.356556621	-0.549020068	0.8	0.417	1
ESYT1	0.358667576	0.551115271	0.5	0.25	1
SEC13	0.358667576	-0.453133464	0.3	0.417	1
METTL3	0.358667576	-0.723709902	0.5	0.25	1
YY1AP1	0.358667576	-1.639036168	0.5	0.25	1
RSRC1	0.359140653	1.87440021	0.4	0.25	1
MCM3AP	0.359140653	1.768674627	0.4	0.25	1
RBM28	0.359140653	1.667587284	0.4	0.25	1
ADIPOR1	0.359140653	1.089058264	0.4	0.25	1
ABT1	0.359140653	0.852544276	0.4	0.25	1
PSMD2	0.359140653	0.810986191	0.4	0.25	1
SNRNP27	0.359140653	0.687769541	0.4	0.25	1
ALG6	0.359140653	0.527986305	0.4	0.25	1
DROSHA	0.359140653	-0.902156317	0.2	0.417	1
SUB1	0.361739145	0.45819302	0.8	0.5	1
CTAGE5	0.368065506	0.930805412	0.6	0.333	1
NDUFA4	0.368065506	0.452217103	0.6	0.333	1
VAMP5	0.368065506	-0.47754879	0.6	0.333	1
HNRNPH1.1	0.372024547	-0.434338007	0.8	0.833	1
MNAT1	0.377717829	-0.300873884	0.4	0.167	1
CNOT8	0.377717829	-0.543519899	0.4	0.167	1
MRPS14	0.377717829	-0.78083295	0.4	0.167	1
HIVEP1	0.377717829	-0.79493159	0.2	0.333	1
REPS1	0.377717829	-0.972114225	0.4	0.167	1
RAP2C	0.377717829	-1.20755642	0.2	0.333	1
PMF1.BGLAP	0.377851374	-0.292965225	0.1	0.25	1
MTOR	0.377851374	-0.31747172	0.1	0.25	1
CCSAP	0.377851374	-0.601686354	0.1	0.25	1
TSPYL2	0.377851374	-0.629966255	0.1	0.25	1
TMEM14A	0.377851374	-0.685705094	0.1	0.25	1
ARHGAP10	0.377851374	-0.803746809	0.1	0.25	1
PHC2	0.377851374	-1.265652273	0.1	0.25	1
UBA1	0.378456634	1.205287696	0.6	0.417	1
DBI	0.378456634	0.326106223	0.6	0.417	1
PSMB1	0.379793783	0.344028028	0.7	0.583	1
RASGRP1	0.38753364	0.565265261	0.5	0.417	1
ETF1	0.38753364	0.363972579	0.5	0.417	1
RPF1	0.393296773	0.981048482	0.7	0.5	1
PRICKLE4	0.393296773	0.569306973	0.7	0.5	1
ARPC3	0.393296773	0.385189948	0.7	0.5	1
HINT1	0.393296773	-0.429953245	0.6	0.583	1
SSR2	0.393296773	-0.874968464	0.5	0.667	1
UBE2V1.1	0.393296773	-0.911946106	0.6	0.583	1
BTG2	0.393296773	-1.215877951	0.6	0.583	1
PLEKHM2	0.393639425	2.124006177	0.3	0.167	1
MFSD10	0.393639425	1.600158661	0.3	0.167	1
GART	0.393639425	0.839748266	0.3	0.167	1
FABP5	0.393639425	0.821273953	0.3	0.167	1
RNF113A	0.393639425	0.643688466	0.3	0.167	1
RABL3	0.393639425	0.454354117	0.3	0.167	1
AKT3	0.393639425	0.400592073	0.3	0.167	1
ATP6V1B2	0.393639425	0.355294324	0.3	0.167	1
DHFR	0.393639425	0.352161723	0.3	0.167	1
KPNA1	0.394914558	0.522682888	0.5	0.333	1
HIST1H4K.8	0.394914558	0.45542342	0.5	0.333	1
RANBP9	0.394914558	0.384989922	0.5	0.333	1
WDR70	0.400115644	0.654386207	0.5	0.25	1
ARFGEF1	0.400115644	0.33699534	0.5	0.25	1
PRPF38A	0.400115644	0.256486302	0.5	0.25	1
DAP	0.400115644	-0.705447744	0.3	0.417	1
FAM113B	0.402269864	0.429561134	0.9	0.5	1
SKI	0.402444004	0.840434543	0.4	0.25	1
DEF6	0.402444004	0.784679348	0.4	0.25	1
USP39	0.402444004	0.698718709	0.4	0.25	1
MRPS24	0.402444004	0.603643087	0.4	0.25	1
FER1L5	0.402444004	0.567300797	0.4	0.25	1
LBH	0.402444004	0.535019988	0.4	0.25	1
ARF5	0.402444004	0.488937208	0.4	0.25	1
GAR1	0.402444004	0.463754035	0.4	0.25	1
STAG1	0.406024634	0.352022009	0.7	0.417	1
ID2	0.406024634	-1.383863138	0.5	0.583	1
RARS2	0.407388007	2.172008937	0.2	0.083	1
OAZ2	0.407388007	1.7214673	0.2	0.083	1
CASD1	0.407388007	1.61120097	0.2	0.083	1
IMPDH2	0.407388007	1.505994062	0.2	0.083	1
KDM3B	0.407388007	1.186784764	0.2	0.083	1
PREB	0.407388007	1.082228518	0.2	0.083	1
ATG9B	0.407388007	1.021972616	0.2	0.083	1
COMMD5	0.407388007	0.933911761	0.2	0.083	1
DOK1	0.407388007	0.808447675	0.2	0.083	1
ZKSCAN1	0.407388007	0.7869995	0.2	0.083	1
PEX19	0.407388007	0.771490742	0.2	0.083	1
DPH6	0.407388007	0.747791118	0.2	0.083	1
ATXN2	0.407388007	0.74413212	0.2	0.083	1
KIF2C	0.407388007	0.73351295	0.2	0.083	1
PRKAR2A	0.407388007	0.725772237	0.2	0.083	1
MAGED2	0.407388007	0.707791041	0.2	0.083	1
CLASP1	0.407388007	0.655870415	0.2	0.083	1
SNX25	0.407388007	0.641033809	0.2	0.083	1
CHCHD3	0.407388007	0.626915063	0.2	0.083	1
CCNB2	0.407388007	0.596229188	0.2	0.083	1
SNAP47	0.407388007	0.594766754	0.2	0.083	1
NDUFAF4	0.407388007	0.585152986	0.2	0.083	1
LRRC42	0.407388007	0.572251787	0.2	0.083	1
ING4	0.407388007	0.554084806	0.2	0.083	1
UMPS	0.407388007	0.484809018	0.2	0.083	1
NCOA1	0.407388007	0.479611568	0.2	0.083	1
PEX13	0.407388007	0.466835391	0.2	0.083	1
IFT57	0.407388007	0.443039801	0.2	0.083	1
WDR61	0.407388007	0.431124473	0.2	0.083	1
TOR3A	0.407388007	0.42871677	0.2	0.083	1
ALMS1	0.407388007	0.421869515	0.2	0.083	1
INTS9	0.407388007	0.414659023	0.2	0.083	1
TFB1M	0.407388007	0.391827682	0.2	0.083	1
PRDX4	0.407388007	0.387654621	0.2	0.083	1
MTHFD1L	0.407388007	0.351096317	0.2	0.083	1
EMC7	0.407388007	0.349022164	0.2	0.083	1
RNF14	0.407388007	0.344548326	0.2	0.083	1
HARS	0.407388007	0.339119119	0.2	0.083	1
GTPBP10	0.407388007	0.298432501	0.2	0.083	1
OIP5	0.407388007	0.29450228	0.2	0.083	1
STRAP	0.407388007	0.287212902	0.2	0.083	1
ALPK1	0.407388007	0.282394574	0.2	0.083	1
MLXIP	0.407388007	0.258615784	0.2	0.083	1
SRA1	0.407388007	0.256835749	0.2	0.083	1
DDX3X	0.407616902	0.380787969	0.6	0.333	1
SDHC	0.407616902	0.293339205	0.6	0.333	1
OXA1L	0.407616902	-0.771422129	0.6	0.333	1
CD164	0.407616902	-0.924446211	0.4	0.5	1
COPA	0.407616902	-1.495897474	0.4	0.5	1
DDX46	0.417776925	0.845699909	0.6	0.417	1
CHTOP	0.417776925	0.258195512	0.6	0.417	1
GCC2	0.417776925	-0.535694506	0.6	0.417	1
ARHGAP9	0.417776925	-1.124838729	0.5	0.5	1
TMEM14C	0.417776925	-1.226931779	0.5	0.5	1
X5_8S_rRNA.2	0.424178428	0.335654878	0.9	0.583	1
C6orf106	0.424813227	-0.338368017	0.4	0.167	1
PCCB	0.424813227	-0.374317351	0.2	0.333	1
PPIP5K2	0.424813227	-0.382902098	0.4	0.167	1
LAPTM4A	0.424813227	-0.562405972	0.4	0.167	1
PDE12	0.424813227	-0.589821265	0.2	0.333	1
MAGEH1	0.424813227	-0.592992711	0.4	0.167	1
MRPL9	0.424813227	-0.628854352	0.2	0.333	1
LSM6	0.424813227	-0.700221575	0.2	0.333	1
SPDYA	0.424813227	-0.818185243	0.2	0.333	1
UNC50	0.424813227	-0.994026594	0.4	0.167	1
RIOK1	0.424813227	-1.086537024	0.2	0.333	1
IFNAR1	0.424813227	-1.211178113	0.4	0.167	1
CD74	0.424813227	-1.262857765	0.2	0.333	1
PCMTD1	0.424813227	-1.291023405	0.4	0.167	1
ZBTB40	0.424813227	-1.397999491	0.2	0.333	1
GALE	0.424813227	-1.895394635	0.4	0.167	1
SCAF11	0.428307892	1.321972115	0.5	0.417	1
PUM2	0.428307892	0.378441158	0.5	0.417	1
RFX7	0.433112029	-0.384494673	0.1	0.25	1
NFKBIE	0.433112029	-0.594308042	0.1	0.25	1
CRACR2A	0.433112029	-0.744661302	0.1	0.25	1
CCDC59	0.437299578	0.558962597	0.5	0.333	1
EXOSC9	0.437299578	0.537956285	0.5	0.333	1
EIF2A	0.437299578	0.480747908	0.5	0.333	1
HIST1H4K.9	0.437299578	0.375192273	0.5	0.333	1
APEH	0.437299578	0.334059626	0.5	0.333	1
C7H14ORF166	0.437299578	0.27308021	0.5	0.333	1
NDUFA4.1	0.437299578	0.258153876	0.5	0.333	1
PRMT5	0.444317714	0.625942279	0.5	0.25	1
RETSAT	0.445318727	1.864608111	0.3	0.167	1
APC	0.445318727	1.854061852	0.3	0.167	1
MXD4	0.445318727	1.842434666	0.3	0.167	1
ICE1	0.445318727	1.444973093	0.3	0.167	1
EIF2B5	0.445318727	1.272748109	0.3	0.167	1
UGGT1	0.445318727	0.94190684	0.3	0.167	1
LYPLA2	0.445318727	0.861437143	0.3	0.167	1
NCAPG	0.445318727	0.850876227	0.3	0.167	1
HPCAL1	0.445318727	0.834256239	0.3	0.167	1
GLA	0.445318727	0.833969826	0.3	0.167	1
TACC1	0.445318727	0.740092401	0.3	0.167	1
PRKRIR	0.445318727	0.720385853	0.3	0.167	1
STMN1	0.445318727	0.668068505	0.3	0.167	1
MAMU.DQB	0.445318727	0.523762183	0.3	0.167	1
IDH3A	0.445318727	0.513120554	0.3	0.167	1
YKT6	0.445318727	0.489095584	0.3	0.167	1
SPTBN1	0.445318727	0.417968657	0.3	0.167	1
GMPR2	0.445318727	0.417739015	0.3	0.167	1
BOP1	0.445318727	0.350721927	0.3	0.167	1
PRPF18	0.445318727	0.322656259	0.3	0.167	1
UBE2A	0.445318727	0.321165929	0.3	0.167	1
DAP3	0.445318727	0.293694876	0.3	0.167	1
HNRNPA1	0.445698497	0.288823691	0.8	0.75	1
LUC7L2	0.446258632	-0.437964458	0.7	0.417	1
ARHGDIB	0.446993115	0.475723144	0.8	0.833	1
RPLP0	0.448150684	0.264617916	1	0.833	1
TMEM173	0.448735471	0.72348076	0.4	0.25	1
LAG3	0.448735471	0.688694833	0.4	0.25	1
LYAR	0.448735471	0.440769449	0.4	0.25	1
VGLL4	0.448735471	0.380114139	0.4	0.25	1
COMMD4	0.448735471	0.335418722	0.4	0.25	1
PRMT2	0.448735471	0.335095115	0.4	0.25	1
JARID2	0.448735471	0.314654309	0.4	0.25	1
LMBR1	0.448735471	-0.561438455	0.2	0.417	1
CCDC64	0.449597387	-0.402141119	0.6	0.333	1
UBE2B	0.449597387	-0.535902197	0.6	0.333	1
SYNE1	0.449597387	-1.060644342	0.4	0.5	1
CXCR4	0.449597387	-1.325558903	0.4	0.5	1
PHF3	0.459406436	0.390047281	0.6	0.417	1
X7.Sep	0.459406436	0.274709875	0.6	0.417	1
RGS1	0.459406436	0.266292938	0.6	0.417	1
SYNCRIP	0.459406436	-0.524030679	0.6	0.417	1
FOXN2	0.459406436	-0.923820872	0.7	0.333	1
GTF2I	0.467424247	0.359684383	0.4	0.333	1
TUBB	0.471474325	1.55318705	0.5	0.417	1
ARHGAP4	0.471474325	0.648712722	0.5	0.417	1
ADCK5	0.472737311	1.855445144	0.2	0.083	1
POC5	0.472737311	1.576522141	0.2	0.083	1
PIK3CA	0.472737311	1.517385169	0.2	0.083	1
FGL2	0.472737311	1.471314162	0.2	0.083	1
MUTYH	0.472737311	1.428167885	0.2	0.083	1
ZNF592	0.472737311	1.064838879	0.2	0.083	1
STAP1	0.472737311	0.882585015	0.2	0.083	1
TSPYL1	0.472737311	0.736953546	0.2	0.083	1
ADIPOR2	0.472737311	0.714188727	0.2	0.083	1
CHIC2	0.472737311	0.648198249	0.2	0.083	1
BACH1	0.472737311	0.575771496	0.2	0.083	1
ANXA3	0.472737311	0.532217532	0.2	0.083	1
GMNN	0.472737311	0.51343369	0.2	0.083	1
MTO1	0.472737311	0.501786227	0.2	0.083	1
CAPRIN2	0.472737311	0.457688933	0.2	0.083	1
IFNG	0.472737311	0.433874678	0.2	0.083	1
FGFR1OP	0.472737311	0.429735569	0.2	0.083	1
DAPK2	0.472737311	0.401341478	0.2	0.083	1
ZNF107	0.472737311	0.396502654	0.2	0.083	1
MD2	0.472737311	0.395405625	0.2	0.083	1
YARS	0.472737311	0.38171419	0.2	0.083	1
TRIM4	0.472737311	0.380095381	0.2	0.083	1
ZC3H12A	0.472737311	0.377463538	0.2	0.083	1
PAPD7	0.472737311	0.374867107	0.2	0.083	1
ACTL6A	0.472737311	0.3576539	0.2	0.083	1
KDM4A	0.472737311	0.342148213	0.2	0.083	1
COMMD8	0.472737311	0.302691905	0.2	0.083	1
DDI2	0.472737311	0.296940089	0.2	0.083	1
ASUN	0.472737311	0.290177119	0.2	0.083	1
STAG3	0.472737311	0.286133748	0.2	0.083	1
KLHL24	0.472737311	0.285122529	0.2	0.083	1
KNSTRN	0.472737311	0.28372219	0.2	0.083	1
ZMYM3	0.472737311	0.279590133	0.2	0.083	1
AKR7A2	0.472737311	0.275689714	0.2	0.083	1
TDP2	0.472737311	0.266450972	0.2	0.083	1
C11H12ORF44	0.472737311	0.266412599	0.2	0.083	1
RANBP2	0.473331342	1.43650296	0.7	0.5	1
PDIA3	0.473331342	0.967296871	0.7	0.5	1
PCM1	0.473331342	0.406227468	0.7	0.5	1
THG1L	0.475172585	-0.389953068	0.2	0.333	1
NECAP1	0.475172585	-1.212578364	0.2	0.333	1
RAP1A	0.481705356	0.414451442	0.7	0.667	1
EIF3E	0.481705356	-0.56775999	0.7	0.667	1
GDI2	0.482190316	0.697827514	0.5	0.333	1
PSMC1	0.482190316	0.666542432	0.5	0.333	1
LRP10	0.482190316	0.587087657	0.5	0.333	1
HIST1H1D	0.482190316	0.338181483	0.5	0.333	1
TRAM1	0.482190316	0.337903774	0.5	0.333	1
FUBP1	0.488670618	2.139661296	0.7	0.417	1
IVNS1ABP	0.488670618	-0.842786935	0.5	0.583	1
